Stimulus_Number,file,ActorID,Age,Sex,Race,Ethnicity,audio_path,clean_path,emotion,demo,feature_exists,split
3839,1048_IEO_HAP_HI,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_HAP_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_HAP_HI.wav,HAP,Male__Caucasian,True,train
3840,1048_IEO_SAD_LO,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_SAD_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_SAD_LO.wav,SAD,Male__Caucasian,True,train
3841,1048_IEO_SAD_MD,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_SAD_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_SAD_MD.wav,SAD,Male__Caucasian,True,train
3842,1048_IEO_SAD_HI,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_SAD_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_SAD_HI.wav,SAD,Male__Caucasian,True,train
3843,1048_IEO_ANG_LO,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_ANG_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_ANG_LO.wav,ANG,Male__Caucasian,True,train
3844,1048_IEO_ANG_MD,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_ANG_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_ANG_MD.wav,ANG,Male__Caucasian,True,train
3845,1048_IEO_ANG_HI,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_ANG_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_ANG_HI.wav,ANG,Male__Caucasian,True,train
3846,1048_IEO_FEA_LO,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_FEA_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_FEA_LO.wav,FEA,Male__Caucasian,True,train
3847,1048_IEO_FEA_MD,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_FEA_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_FEA_MD.wav,FEA,Male__Caucasian,True,train
3848,1048_IEO_FEA_HI,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_FEA_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_FEA_HI.wav,FEA,Male__Caucasian,True,train
3849,1048_IEO_DIS_LO,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_DIS_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_DIS_LO.wav,DIS,Male__Caucasian,True,train
3850,1048_IEO_DIS_MD,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_DIS_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_DIS_MD.wav,DIS,Male__Caucasian,True,train
3851,1048_IEO_DIS_HI,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IEO_DIS_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IEO_DIS_HI.wav,DIS,Male__Caucasian,True,train
3852,1048_TIE_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TIE_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TIE_NEU_XX.wav,NEU,Male__Caucasian,True,train
3853,1048_TIE_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TIE_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TIE_HAP_XX.wav,HAP,Male__Caucasian,True,train
3854,1048_TIE_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TIE_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TIE_SAD_XX.wav,SAD,Male__Caucasian,True,train
3855,1048_TIE_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TIE_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TIE_ANG_XX.wav,ANG,Male__Caucasian,True,train
3856,1048_TIE_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TIE_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TIE_FEA_XX.wav,FEA,Male__Caucasian,True,train
3857,1048_TIE_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TIE_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TIE_DIS_XX.wav,DIS,Male__Caucasian,True,train
3858,1048_IOM_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IOM_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IOM_NEU_XX.wav,NEU,Male__Caucasian,True,train
3859,1048_IOM_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IOM_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IOM_HAP_XX.wav,HAP,Male__Caucasian,True,train
3860,1048_IOM_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IOM_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IOM_SAD_XX.wav,SAD,Male__Caucasian,True,train
3861,1048_IOM_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IOM_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IOM_ANG_XX.wav,ANG,Male__Caucasian,True,train
3862,1048_IOM_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IOM_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IOM_FEA_XX.wav,FEA,Male__Caucasian,True,train
3863,1048_IOM_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IOM_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IOM_DIS_XX.wav,DIS,Male__Caucasian,True,train
3864,1048_IWW_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWW_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWW_NEU_XX.wav,NEU,Male__Caucasian,True,train
3865,1048_IWW_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWW_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWW_HAP_XX.wav,HAP,Male__Caucasian,True,train
3866,1048_IWW_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWW_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWW_SAD_XX.wav,SAD,Male__Caucasian,True,train
3867,1048_IWW_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWW_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWW_ANG_XX.wav,ANG,Male__Caucasian,True,train
3868,1048_IWW_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWW_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWW_FEA_XX.wav,FEA,Male__Caucasian,True,train
3869,1048_IWW_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWW_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWW_DIS_XX.wav,DIS,Male__Caucasian,True,train
3870,1048_TAI_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TAI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TAI_NEU_XX.wav,NEU,Male__Caucasian,True,train
3871,1048_TAI_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TAI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TAI_HAP_XX.wav,HAP,Male__Caucasian,True,train
3872,1048_TAI_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TAI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TAI_SAD_XX.wav,SAD,Male__Caucasian,True,train
3873,1048_TAI_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TAI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TAI_ANG_XX.wav,ANG,Male__Caucasian,True,train
3874,1048_TAI_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TAI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TAI_FEA_XX.wav,FEA,Male__Caucasian,True,train
3875,1048_TAI_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TAI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TAI_DIS_XX.wav,DIS,Male__Caucasian,True,train
3876,1048_MTI_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_MTI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_MTI_NEU_XX.wav,NEU,Male__Caucasian,True,train
3877,1048_MTI_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_MTI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_MTI_HAP_XX.wav,HAP,Male__Caucasian,True,train
3878,1048_MTI_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_MTI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_MTI_SAD_XX.wav,SAD,Male__Caucasian,True,train
3879,1048_MTI_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_MTI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_MTI_ANG_XX.wav,ANG,Male__Caucasian,True,train
3880,1048_MTI_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_MTI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_MTI_FEA_XX.wav,FEA,Male__Caucasian,True,train
3881,1048_MTI_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_MTI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_MTI_DIS_XX.wav,DIS,Male__Caucasian,True,train
3882,1048_IWL_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWL_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWL_NEU_XX.wav,NEU,Male__Caucasian,True,train
3883,1048_IWL_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWL_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWL_HAP_XX.wav,HAP,Male__Caucasian,True,train
3884,1048_IWL_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWL_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWL_SAD_XX.wav,SAD,Male__Caucasian,True,train
3885,1048_IWL_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWL_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWL_ANG_XX.wav,ANG,Male__Caucasian,True,train
3886,1048_IWL_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWL_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWL_FEA_XX.wav,FEA,Male__Caucasian,True,train
3887,1048_IWL_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_IWL_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_IWL_DIS_XX.wav,DIS,Male__Caucasian,True,train
3888,1048_ITH_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITH_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITH_NEU_XX.wav,NEU,Male__Caucasian,True,train
3889,1048_ITH_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITH_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITH_HAP_XX.wav,HAP,Male__Caucasian,True,train
3890,1048_ITH_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITH_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITH_SAD_XX.wav,SAD,Male__Caucasian,True,train
3891,1048_ITH_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITH_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITH_ANG_XX.wav,ANG,Male__Caucasian,True,train
3892,1048_ITH_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITH_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITH_FEA_XX.wav,FEA,Male__Caucasian,True,train
3893,1048_ITH_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITH_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITH_DIS_XX.wav,DIS,Male__Caucasian,True,train
3894,1048_DFA_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_DFA_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_DFA_NEU_XX.wav,NEU,Male__Caucasian,True,train
3895,1048_DFA_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_DFA_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_DFA_HAP_XX.wav,HAP,Male__Caucasian,True,train
3896,1048_DFA_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_DFA_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_DFA_SAD_XX.wav,SAD,Male__Caucasian,True,train
3897,1048_DFA_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_DFA_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_DFA_ANG_XX.wav,ANG,Male__Caucasian,True,train
3898,1048_DFA_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_DFA_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_DFA_FEA_XX.wav,FEA,Male__Caucasian,True,train
3899,1048_DFA_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_DFA_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_DFA_DIS_XX.wav,DIS,Male__Caucasian,True,train
3900,1048_ITS_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITS_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITS_NEU_XX.wav,NEU,Male__Caucasian,True,train
3901,1048_ITS_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITS_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITS_HAP_XX.wav,HAP,Male__Caucasian,True,train
3902,1048_ITS_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITS_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITS_SAD_XX.wav,SAD,Male__Caucasian,True,train
3903,1048_ITS_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITS_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITS_ANG_XX.wav,ANG,Male__Caucasian,True,train
3904,1048_ITS_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITS_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITS_FEA_XX.wav,FEA,Male__Caucasian,True,train
3905,1048_ITS_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_ITS_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_ITS_DIS_XX.wav,DIS,Male__Caucasian,True,train
3906,1048_TSI_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TSI_NEU_XX.wav,NEU,Male__Caucasian,True,train
3907,1048_TSI_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TSI_HAP_XX.wav,HAP,Male__Caucasian,True,train
3908,1048_TSI_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TSI_SAD_XX.wav,SAD,Male__Caucasian,True,train
3909,1048_TSI_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TSI_ANG_XX.wav,ANG,Male__Caucasian,True,train
3910,1048_TSI_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TSI_FEA_XX.wav,FEA,Male__Caucasian,True,train
3911,1048_TSI_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_TSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_TSI_DIS_XX.wav,DIS,Male__Caucasian,True,train
3912,1048_WSI_NEU_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_WSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_WSI_NEU_XX.wav,NEU,Male__Caucasian,True,train
3913,1048_WSI_HAP_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_WSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_WSI_HAP_XX.wav,HAP,Male__Caucasian,True,train
3914,1048_WSI_SAD_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_WSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_WSI_SAD_XX.wav,SAD,Male__Caucasian,True,train
3915,1048_WSI_ANG_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_WSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_WSI_ANG_XX.wav,ANG,Male__Caucasian,True,train
3916,1048_WSI_FEA_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_WSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_WSI_FEA_XX.wav,FEA,Male__Caucasian,True,train
3917,1048_WSI_DIS_XX,1048,38,Male,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1048_WSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1048_WSI_DIS_XX.wav,DIS,Male__Caucasian,True,train
3918,1049_IEO_NEU_XX,1049,25,Female,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1049_IEO_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1049_IEO_NEU_XX.wav,NEU,Female__Caucasian,True,train
3919,1049_IEO_HAP_LO,1049,25,Female,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1049_IEO_HAP_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1049_IEO_HAP_LO.wav,HAP,Female__Caucasian,True,train
3920,1049_IEO_HAP_MD,1049,25,Female,Caucasian,Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1049_IEO_HAP_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1049_IEO_HAP_MD.wav,HAP,Female__Caucasian,True,train
